year_local,actual,predicted
2010_전라북도,57.42776038163023,57.15275046541124
2011_경상남도,68.7751932944416,67.15842550735768
2011_경상북도,66.4435289972886,63.19917720121249
2012_경상남도,60.595862982206405,60.566990486577254
2013_경상남도,75.05218162455516,67.52989092709026
2014_경상남도,67.70188750686323,68.99218822134267
2014_전라남도,60.90675155516014,59.25322582802817
2014_전라북도,63.80097612718183,59.1980106839455
2015_경상북도,61.97265523385866,54.81722194837155
2019_전라남도,65.00751987459752,63.0580920786873
